ride_id,user_id,driver_id,ride_datetime,pickup_location,dropoff_location,distance_km,ride_duration_min,fare_amount,payment_method,ride_status,user_rating,driver_rating,surge_pricing,promo_code_used,vehicle_type,weather_condition,traffic_level,driver_experience_years,user_type
R000163,U4696,D934,6/1/2024 3:27,Mall,Downtown,19.33,58.00,65.44,Credit Card,Completed,3.1,4.8,No,Yes,Sedan,Clear,Low,5,New
R000164,U1698,D785,3/1/2024 13:04,Mall,Suburbs,21.12,73.00,70.53,Credit Card,Completed,3.4,4.9,No,No,SUV,Thunderstorm,Low,5,Returning
R000165,U5737,D685,6/1/2024 2:17,Midtown,Mall,20.22,49.00,71.30,Cash,Completed,3.0,3.3,No,Yes,SUV,Rainy,Medium,9,Returning
R000166,U1854,D450,1/1/2024 13:16,Financial District,Airport,22.85,87.00,70.59,Cash,Completed,3.6,4.3,Yes,No,SUV,Clear,Medium,3,Frequent
R000167,U9164,D242,1/1/2024 20:10,Mall,Airport,32.97,77.00,112.44,Credit Card,Completed,4.3,4.2,No,Yes,Motorcycle,Clear,Medium,4,Frequent
R000168,U6855,D903,6/1/2024 18:37,Midtown,Suburbs,14.22,44.00,56.14,Credit Card,Completed,3.4,4.9,No,No,Sedan,Clear,Low,6,Returning
R000169,U8392,D497,2/1/2024 17:47,Suburbs,Downtown,11.24,40.00,40.18,Cash,Completed,4.6,4.9,Yes,No,Sedan,Clear,Low,2,Frequent
R000170,U7528,D723,7/1/2024 12:12,Mall,Mall,2.31,6.00,9.69,Cash,Completed,3.5,3.2,No,No,Motorcycle,Clear,Medium,2,Frequent
R000171,U6249,D817,7/1/2024 13:24,Downtown,Financial District,6.00,16.00,22.88,Cash,Completed,3.0,4.5,No,No,Sedan,Clear,Low,3,Frequent
R000172,U6172,D742,6/1/2024 2:20,Financial District,Financial District,4.61,10.00,17.15,Mobile Wallet,Canceled,1.5,3.3,No,No,SUV,Thunderstorm,Medium,9,Frequent
R000173,U2707,D468,3/1/2024 3:05,Downtown,Financial District,12.41,48.00,42.90,Cash,Completed,4.3,4.9,No,No,Sedan,Clear,Medium,2,Frequent
R000174,U6791,D600,4/1/2024 9:37,Suburbs,Airport,21.74,65.00,69.08,Cash,Canceled,3.2,1.2,No,No,Sedan,Rainy,Low,4,Returning
R000175,U6535,D721,3/1/2024 4:00,Financial District,Airport,2.58,5.00,13.81,Credit Card,Completed,3.9,4.3,No,No,Sedan,Rainy,High,4,Frequent
R000176,U5931,D469,2/1/2024 13:59,Downtown,Downtown,25.74,94.00,80.04,Mobile Wallet,Completed,3.8,4.2,No,Yes,Electric,Foggy,Medium,5,Returning
R000177,U4510,D678,6/1/2024 0:56,Financial District,Airport,14.51,46.00,58.16,Credit Card,Completed,4.3,4.6,No,Yes,Sedan,Clear,Low,10,Frequent
R000178,U1202,D481,6/1/2024 16:41,Suburbs,Midtown,33.76,71.00,118.24,Cash,Canceled,3.1,1.8,No,No,SUV,Clear,Low,2,New
R000179,U5218,D185,4/1/2024 7:27,University,Airport,20.33,59.00,59.27,Cash,Completed,4.5,4.0,No,No,Sedan,Clear,Low,3,Frequent
R000180,U9958,D886,5/1/2024 23:12,Mall,Financial District,27.23,78.00,84.92,Mobile Wallet,Completed,4.5,4.2,No,No,SUV,Clear,Medium,4,Frequent
R000181,U5389,D838,4/1/2024 22:03,Financial District,Downtown,30.28,69.00,83.88,Mobile Wallet,Completed,4.2,3.2,No,No,Motorcycle,Clear,High,1,New
R000182,U3327,D559,6/1/2024 10:08,Mall,Suburbs,31.22,89.00,85.15,Credit Card,Completed,4.6,3.8,No,No,SUV,Rainy,Medium,1,Returning
R000183,U9004,D424,5/1/2024 16:16,Mall,Suburbs,18.63,48.00,55.98,Credit Card,Completed,4.7,3.1,No,No,Sedan,Clear,Medium,9,Returning
R000184,U3931,D621,1/1/2024 17:18,University,Downtown,14.49,49.00,50.64,Credit Card,Completed,4.8,4.1,No,No,Sedan,Clear,High,2,Returning
R000185,U8777,D588,7/1/2024 20:15,Suburbs,Midtown,20.06,40.00,61.87,Cash,Completed,3.3,4.9,No,No,Electric,Clear,Low,1,New
R000186,U1197,D496,6/1/2024 13:03,Financial District,Suburbs,14.67,32.00,40.16,Credit Card,Completed,3.2,4.7,No,No,Sedan,Clear,Low,10,Returning
R000187,U8125,D995,4/1/2024 7:30,Financial District,Financial District,9.18,35.00,38.42,Credit Card,Completed,3.3,3.5,No,No,SUV,Clear,High,5,Returning
R000188,U2930,D454,3/1/2024 1:18,University,Suburbs,12.01,34.00,41.80,Credit Card,Completed,4.3,4.4,Yes,No,Sedan,Rainy,Low,1,Returning
R000189,U7287,D387,6/1/2024 16:42,Midtown,Suburbs,8.91,21.00,36.26,Cash,Completed,4.8,3.5,No,Yes,Sedan,Clear,Low,1,Returning
R000190,U9800,D558,6/1/2024 12:27,University,Financial District,10.16,36.00,33.32,Mobile Wallet,Completed,4.7,4.6,No,No,Sedan,Clear,Medium,2,Frequent
R000191,U5282,D723,5/1/2024 19:28,University,Airport,4.18,15.00,15.40,Credit Card,Completed,3.6,4.4,No,No,Electric,Clear,High,6,Returning
R000192,U3511,D635,6/1/2024 16:23,University,Midtown,15.50,38.00,61.53,Mobile Wallet,Completed,4.2,3.6,No,No,Electric,Clear,Medium,5,New
R000193,U1659,D390,4/1/2024 21:00,Suburbs,Mall,9.00,31.00,30.68,Credit Card,Completed,4.1,3.0,No,No,Electric,Rainy,Medium,8,Returning
R000194,U3811,D950,7/1/2024 5:30,Airport,Financial District,16.24,52.00,54.83,Cash,Completed,4.7,4.7,No,No,Shared,Clear,High,7,Returning
R000195,U8098,D937,4/1/2024 12:40,University,Financial District,27.93,97.00,85.97,Credit Card,Completed,3.8,3.9,No,No,Sedan,Clear,Low,4,Frequent
R000196,U7546,D267,5/1/2024 1:51,Financial District,University,16.24,58.00,47.88,Mobile Wallet,Canceled,2.0,2.0,Yes,Yes,Sedan,Foggy,Medium,4,New
R000197,U2986,D720,4/1/2024 6:23,Downtown,Downtown,33.46,111.00,100.18,Cash,Completed,3.3,3.1,No,No,Motorcycle,Clear,Low,5,Returning
R000198,U9338,D527,1/1/2024 12:17,Midtown,Midtown,6.03,24.00,26.86,Credit Card,Completed,3.3,4.2,No,No,Sedan,Foggy,Medium,6,New
R000199,U3911,D801,2/1/2024 12:31,University,Airport,29.91,112.00,97.74,Mobile Wallet,Completed,3.6,4.4,No,No,Shared,Clear,Low,2,Returning
R000200,U2734,D589,5/1/2024 19:24,University,University,9.44,23.00,32.84,Credit Card,Completed,4.8,4.5,No,No,Motorcycle,Rainy,Low,2,Returning
R000201,U2843,D454,1/1/2024 6:34,Midtown,Mall,32.75,125.00,112.01,Cash,Completed,3.1,3.6,No,No,Sedan,Clear,High,8,New
R000202,U9680,D295,5/1/2024 17:36,University,Financial District,8.72,24.00,30.91,Credit Card,Completed,3.5,4.1,No,No,Motorcycle,Clear,Low,3,Frequent
R000203,U3976,D644,7/1/2024 20:29,Financial District,Mall,26.40,91.00,98.59,Credit Card,Completed,3.6,4.1,No,No,Shared,Clear,Medium,1,Frequent
R000204,U2959,D816,7/1/2024 20:38,Airport,Mall,3.11,11.00,14.55,Credit Card,Completed,3.9,3.4,No,No,Sedan,Rainy,Medium,5,Frequent
R000205,U6759,D923,4/1/2024 3:50,University,Mall,22.41,64.00,79.56,Credit Card,Completed,4.4,4.8,No,No,SUV,Rainy,Low,5,New
R000206,U7694,D793,5/1/2024 11:44,Midtown,University,8.43,18.00,34.65,Mobile Wallet,Completed,3.2,3.7,Yes,No,Sedan,Clear,Low,7,Frequent
R000207,U3385,D758,2/1/2024 20:24,University,Airport,23.79,93.00,68.96,Cash,Completed,4.6,3.8,No,No,SUV,Clear,Low,5,New
R000208,U5736,D879,3/1/2024 1:40,Suburbs,University,22.62,49.00,71.23,Cash,Completed,3.8,3.5,No,Yes,Sedan,Clear,Medium,2,New
R000209,U2802,D110,2/1/2024 10:36,Financial District,University,32.41,87.00,97.40,Cash,Completed,3.3,4.2,No,No,SUV,Rainy,Medium,2,Returning
R000210,U9155,D681,6/1/2024 5:06,Financial District,University,22.31,71.00,62.30,Credit Card,Completed,4.0,3.3,No,No,SUV,Clear,Medium,2,New
R000211,U9120,D355,2/1/2024 4:08,Airport,Financial District,14.88,33.00,53.32,Cash,Completed,4.1,4.4,No,Yes,Sedan,Rainy,Medium,2,Returning
R000212,U7616,D495,4/1/2024 20:32,Suburbs,Financial District,7.58,28.00,29.28,Credit Card,Completed,4.9,4.2,No,No,Sedan,Clear,Low,7,Frequent
R000213,U6534,D830,4/1/2024 16:08,Suburbs,Downtown,23.35,56.00,77.59,Mobile Wallet,Completed,4.8,3.7,No,Yes,Motorcycle,Clear,High,3,New
R000214,U5061,D908,3/1/2024 13:16,Airport,Suburbs,4.96,20.00,16.88,Cash,Completed,4.2,5.0,No,No,SUV,Foggy,Medium,10,New
R000215,U1262,D508,1/1/2024 4:03,Mall,Midtown,29.17,112.00,91.44,Credit Card,Completed,3.4,3.0,No,No,SUV,Clear,Medium,3,Returning
R000216,U7287,D461,7/1/2024 4:00,Mall,Downtown,9.41,30.00,41.37,Credit Card,Completed,3.3,3.6,Yes,Yes,Electric,Clear,Medium,3,Returning
R000217,U9815,D358,1/1/2024 11:10,Downtown,Airport,18.82,62.00,64.99,Cash,Completed,3.4,3.1,No,Yes,Sedan,Thunderstorm,High,3,Returning
R000218,U3049,D102,2/1/2024 0:15,Mall,University,21.26,65.00,75.41,Cash,Completed,3.5,3.3,Yes,Yes,SUV,Rainy,Medium,6,New
R000219,U6423,D183,3/1/2024 10:35,University,Financial District,13.32,37.00,49.34,Mobile Wallet,Completed,4.9,3.4,No,No,Electric,Foggy,Low,9,Frequent
R000220,U5548,D255,5/1/2024 1:00,Suburbs,University,23.57,64.00,78.59,Mobile Wallet,Completed,3.3,4.2,No,No,Shared,Clear,Low,8,Frequent
R000221,U4108,D762,4/1/2024 16:21,Downtown,Financial District,9.51,36.00,30.80,Mobile Wallet,Completed,3.8,3.0,No,No,Sedan,Rainy,High,8,Returning
R000222,U8158,D275,7/1/2024 5:52,Downtown,Mall,2.18,7.00,10.01,Credit Card,Completed,3.2,5.0,No,Yes,Sedan,Clear,Medium,9,Returning
R000223,U8400,D806,7/1/2024 0:37,Financial District,Midtown,33.62,123.00,93.61,Credit Card,Completed,3.5,4.1,No,No,Sedan,Clear,High,1,Frequent
R000224,U4170,D571,4/1/2024 21:07,University,Downtown,11.88,36.00,38.79,Mobile Wallet,Completed,3.5,3.1,No,No,Sedan,Clear,Medium,3,Frequent
R000225,U3255,D718,3/1/2024 9:52,Financial District,Downtown,25.26,66.00,87.17,Credit Card,Completed,4.0,3.1,Yes,No,Shared,Clear,Medium,10,New
R000226,U2154,D523,7/1/2024 1:50,Midtown,Airport,18.26,40.00,61.97,Mobile Wallet,Completed,3.6,4.3,No,No,SUV,Clear,Low,6,Returning
R000227,U5499,D233,4/1/2024 6:18,Mall,Mall,23.75,63.00,68.20,Credit Card,Completed,4.1,3.1,No,Yes,Electric,Rainy,High,5,New
R000228,U7295,D887,2/1/2024 1:15,Financial District,Downtown,4.77,18.00,22.05,Credit Card,Completed,3.9,3.9,Yes,No,SUV,Clear,Medium,2,Returning
R000229,U7197,D963,3/1/2024 5:36,Suburbs,Downtown,18.64,64.00,60.99,Credit Card,Completed,4.4,3.0,No,Yes,Electric,Clear,Medium,8,Frequent
R000230,U2648,D479,3/1/2024 12:49,Suburbs,Suburbs,14.34,51.00,57.71,Mobile Wallet,No-show,2.5,2.3,Yes,No,SUV,Clear,Medium,5,Returning
R000231,U6539,D766,4/1/2024 14:20,University,Midtown,16.36,58.00,50.66,Mobile Wallet,Completed,4.2,3.4,No,No,Motorcycle,Thunderstorm,Low,4,Returning
R000232,U5199,D376,7/1/2024 20:00,Downtown,University,33.85,76.00,124.18,Cash,Completed,4.4,4.0,No,No,SUV,Rainy,Low,1,Returning
R000233,U9445,D335,5/1/2024 11:52,Suburbs,Downtown,5.63,13.00,23.88,Cash,No-show,3.0,1.0,No,No,Sedan,Foggy,Medium,2,Frequent
R000234,U3557,D851,1/1/2024 10:08,Mall,Airport,26.66,70.00,92.22,Credit Card,Completed,4.0,4.0,No,No,SUV,Clear,Medium,2,New
R000235,U6592,D981,6/1/2024 12:30,Financial District,University,12.23,32.00,43.76,Credit Card,Completed,3.2,4.2,No,No,Motorcycle,Snowy,Medium,7,Frequent
R000236,U1098,D112,2/1/2024 9:30,Mall,Financial District,10.87,23.00,47.38,Credit Card,Completed,3.2,3.4,Yes,No,SUV,Clear,High,6,New
R000237,U3200,D441,5/1/2024 2:55,Financial District,Mall,10.21,24.00,35.57,Cash,Completed,4.7,3.9,No,Yes,SUV,Clear,High,6,Returning
R000238,U3961,D134,7/1/2024 2:24,University,Mall,12.86,48.00,43.53,Mobile Wallet,Completed,3.1,4.7,No,No,Sedan,Clear,Medium,10,Returning
R000239,U5973,D658,4/1/2024 13:33,Mall,Downtown,13.14,42.00,47.84,Credit Card,Completed,3.4,5.0,No,No,SUV,Rainy,Medium,4,Returning
R000240,U5433,D313,5/1/2024 8:47,Financial District,Downtown,10.21,27.00,34.24,Mobile Wallet,Completed,3.5,4.6,No,No,Shared,Clear,Low,8,Frequent
R000241,U3869,D511,5/1/2024 12:21,Mall,University,23.69,72.00,68.37,Mobile Wallet,Completed,3.6,3.4,No,Yes,Shared,Clear,High,10,Frequent
R000242,U1956,D504,7/1/2024 2:32,Airport,Financial District,2.62,7.00,9.82,Mobile Wallet,Completed,4.2,4.3,No,Yes,Electric,Clear,Low,6,Returning
R000243,U9352,D593,5/1/2024 16:56,University,Suburbs,12.30,39.00,43.47,Credit Card,Completed,4.1,4.3,No,Yes,SUV,Clear,Low,2,Returning
R000244,U6699,D757,3/1/2024 0:03,University,Midtown,10.53,23.00,34.89,Credit Card,Completed,3.7,3.2,No,No,SUV,Clear,Medium,4,Returning
R000245,U7944,D258,7/1/2024 14:39,Suburbs,Suburbs,26.55,101.00,72.66,Mobile Wallet,Completed,3.1,4.6,No,No,Sedan,Rainy,Low,9,New
R000246,U5493,D736,6/1/2024 17:05,University,Airport,5.98,15.00,25.33,Credit Card,Completed,3.5,4.9,No,No,Sedan,Clear,High,2,Frequent
R000247,U5911,D209,6/1/2024 8:41,Midtown,University,32.98,120.00,107.90,Credit Card,Completed,4.6,4.4,No,No,Electric,Clear,High,4,Frequent
R000248,U4987,D648,6/1/2024 5:08,Suburbs,Downtown,6.80,23.00,32.71,Mobile Wallet,Canceled,3.2,2.0,No,No,Sedan,Rainy,Medium,5,Returning
R000249,U7015,D888,6/1/2024 1:59,Suburbs,Suburbs,13.58,41.00,40.97,Cash,Completed,3.8,3.4,No,No,Electric,Clear,Medium,8,Frequent
R000250,U2218,D625,4/1/2024 20:00,Mall,Midtown,7.79,30.00,24.35,Mobile Wallet,Completed,4.8,4.8,No,No,Sedan,Clear,Low,9,Frequent
R000251,U5496,D446,4/1/2024 12:01,Airport,Airport,10.75,25.00,35.76,Credit Card,Completed,4.5,4.6,No,No,SUV,Rainy,Medium,6,New
R000252,U5735,D843,5/1/2024 15:58,Suburbs,Mall,26.87,60.00,102.42,Cash,Completed,3.0,4.3,Yes,No,Sedan,Clear,Medium,1,New
R000253,U5555,D927,4/1/2024 4:46,Downtown,Suburbs,17.20,45.00,57.56,Credit Card,Completed,4.5,4.6,Yes,No,Sedan,Clear,Low,4,New
R000254,U9050,D735,7/1/2024 4:30,Financial District,Downtown,6.53,24.00,21.57,Credit Card,Completed,4.3,4.4,No,No,Electric,Clear,High,5,Returning
R000255,U4446,D378,4/1/2024 6:49,Financial District,Midtown,2.59,5.00,15.64,Cash,Canceled,1.7,3.5,No,No,SUV,Thunderstorm,High,6,Frequent
R000256,U2045,D578,5/1/2024 8:17,University,Downtown,8.82,22.00,29.60,Credit Card,Completed,3.7,3.7,No,No,Sedan,Clear,High,1,New
R000257,U7893,D210,2/1/2024 11:19,Mall,Downtown,33.15,94.00,98.61,Mobile Wallet,Completed,3.4,3.9,No,No,SUV,Clear,High,7,Frequent
R000258,U2693,D735,5/1/2024 0:16,Airport,Airport,29.74,102.00,106.29,Mobile Wallet,Completed,4.0,3.9,No,Yes,SUV,Clear,High,6,New
R000259,U4436,D530,1/1/2024 23:48,Financial District,Midtown,15.97,42.00,58.62,Credit Card,Completed,4.5,4.2,No,No,Motorcycle,Clear,Medium,5,Returning
R000260,U9754,D641,2/1/2024 1:07,Downtown,Financial District,17.39,50.00,56.35,Credit Card,Completed,4.0,4.2,No,Yes,SUV,Clear,Medium,4,Returning
R000261,U6895,D214,2/1/2024 11:48,Airport,Mall,31.58,84.00,93.53,Credit Card,Completed,4.1,3.4,Yes,No,SUV,Clear,High,7,New
R000262,U4354,D189,4/1/2024 1:14,Midtown,Downtown,21.11,46.00,73.23,Cash,Completed,3.3,4.6,No,No,Sedan,Foggy,High,8,Returning
R000263,U1225,D311,2/1/2024 18:07,Financial District,Midtown,30.95,108.00,99.10,Mobile Wallet,Completed,5.0,4.4,No,Yes,Sedan,Clear,Medium,2,Returning
R000264,U5893,D649,1/1/2024 23:56,Suburbs,Downtown,17.72,52.00,56.38,Credit Card,Completed,3.2,3.5,No,No,SUV,Clear,Low,5,Frequent
R000265,U8022,D694,4/1/2024 11:43,Downtown,Suburbs,7.80,28.00,31.84,Cash,Completed,3.3,3.4,No,No,Motorcycle,Thunderstorm,Medium,5,Frequent
R000266,U6600,D638,6/1/2024 18:04,Mall,Suburbs,25.68,87.00,81.55,Credit Card,Completed,3.1,4.8,Yes,No,Electric,Clear,Low,7,Returning
R000267,U8996,D828,1/1/2024 17:37,Mall,Midtown,18.90,40.00,68.04,Cash,Completed,3.6,4.5,Yes,No,Motorcycle,Clear,High,7,New
R000268,U8683,D459,2/1/2024 10:08,Downtown,Mall,23.73,71.00,70.20,Cash,Completed,4.2,4.1,No,No,Sedan,Clear,Medium,6,New
R000269,U5642,D585,4/1/2024 4:34,Financial District,Airport,6.35,25.00,23.52,Cash,Completed,3.1,4.8,No,No,Shared,Rainy,Medium,8,Returning
R000270,U8679,D471,3/1/2024 21:33,University,Financial District,23.02,60.00,62.06,Cash,Completed,4.1,4.5,No,Yes,Electric,Rainy,High,8,Returning
R000271,U9208,D314,1/1/2024 1:34,Midtown,Suburbs,14.00,42.00,43.87,Credit Card,Completed,3.1,4.1,No,No,Shared,Clear,Medium,8,Returning
R000272,U8339,D832,4/1/2024 3:08,Suburbs,Airport,12.29,41.00,46.89,Mobile Wallet,Completed,4.2,4.8,No,No,Sedan,Clear,Low,5,Frequent
R000273,U3205,D114,5/1/2024 0:32,Midtown,Financial District,23.83,57.00,76.90,Cash,Completed,4.6,4.2,No,Yes,Shared,Snowy,Low,6,Returning
R000274,U2069,D358,2/1/2024 6:41,Midtown,Suburbs,21.14,72.00,67.61,Mobile Wallet,Completed,3.5,4.0,No,No,Sedan,Rainy,Low,7,Returning
R000275,U4444,D877,3/1/2024 12:40,Financial District,Financial District,23.07,77.00,84.32,Cash,Canceled,1.6,3.1,Yes,No,Sedan,Rainy,High,3,Returning
R000276,U2060,D562,3/1/2024 12:18,Suburbs,University,33.82,93.00,104.10,Cash,Completed,3.2,3.5,No,Yes,Sedan,Clear,Low,4,Frequent
R000277,U3327,D219,6/1/2024 22:47,Financial District,Downtown,24.84,64.00,80.67,Credit Card,Canceled,2.1,3.4,No,No,SUV,Clear,High,5,Frequent
R000278,U4420,D227,3/1/2024 3:35,Financial District,Midtown,22.79,87.00,71.64,Credit Card,Completed,4.7,4.2,No,No,SUV,Clear,Medium,5,Frequent
R000279,U1301,D822,3/1/2024 15:55,University,Suburbs,21.86,49.00,64.22,Credit Card,Completed,4.8,3.4,Yes,No,Sedan,Clear,High,3,Returning
R000280,U1606,D622,1/1/2024 7:43,Downtown,Suburbs,14.56,42.00,47.53,Credit Card,Completed,4.1,4.2,No,No,Motorcycle,Rainy,Medium,3,Returning
R000281,U4170,D787,3/1/2024 21:18,Mall,Downtown,29.53,104.00,103.82,Credit Card,Completed,4.4,4.2,No,No,Sedan,Clear,High,10,Returning
R000282,U1699,D744,3/1/2024 22:56,University,Suburbs,13.95,32.00,47.20,Credit Card,Completed,4.9,4.3,No,Yes,Sedan,Rainy,Medium,2,New
R000283,U6088,D424,4/1/2024 12:25,Mall,Suburbs,24.81,96.00,75.39,Cash,Completed,4.1,4.4,Yes,No,Electric,Clear,High,1,New
R000284,U1190,D419,4/1/2024 6:09,University,University,10.97,33.00,41.59,Cash,Completed,4.5,4.4,No,No,SUV,Clear,High,8,Frequent
R000285,U1980,D605,6/1/2024 18:32,Financial District,Suburbs,6.02,18.00,21.24,Cash,Completed,4.9,4.1,No,No,SUV,Clear,Medium,2,Frequent
R000286,U3975,D625,7/1/2024 4:46,University,Suburbs,5.41,15.00,22.39,Cash,Completed,4.3,3.7,No,No,Shared,Clear,High,8,New
R000287,U7102,D149,4/1/2024 11:42,Mall,Suburbs,22.58,84.00,72.02,Mobile Wallet,Completed,3.5,3.9,No,No,Shared,Clear,Low,1,Returning
R000288,U2184,D683,1/1/2024 19:41,University,Airport,12.15,47.00,45.50,Cash,Completed,3.4,4.2,No,No,SUV,Clear,Medium,2,New
R000289,U4327,D168,5/1/2024 4:46,Airport,Suburbs,10.35,29.00,32.24,Credit Card,Completed,3.8,5.0,No,No,SUV,Clear,Medium,1,Frequent
R000290,U4394,D490,6/1/2024 15:18,Suburbs,Downtown,21.13,65.00,56.69,Mobile Wallet,Completed,3.8,5.0,No,No,Sedan,Rainy,High,8,Returning
R000291,U9319,D482,6/1/2024 3:02,Downtown,University,1.87,5.00,10.07,Mobile Wallet,Completed,4.7,3.3,No,No,SUV,Clear,Medium,2,Returning
R000292,U2816,D115,4/1/2024 6:21,Mall,Suburbs,9.37,26.00,34.57,Cash,Completed,4.5,5.0,Yes,Yes,Sedan,Clear,Medium,5,Frequent
R000293,U6854,D538,5/1/2024 9:09,Suburbs,Financial District,12.58,26.00,47.43,Mobile Wallet,Completed,3.0,4.4,No,No,Motorcycle,Clear,Low,3,New
R000294,U7709,D945,3/1/2024 23:18,Downtown,University,25.08,90.00,86.94,Mobile Wallet,No-show,1.1,2.4,No,Yes,Sedan,Rainy,Medium,3,Frequent
R000295,U1569,D968,5/1/2024 7:18,Airport,University,19.53,77.00,56.19,Credit Card,No-show,2.6,2.4,Yes,No,Sedan,Clear,High,1,New
R000296,U6442,D667,4/1/2024 18:58,Financial District,Financial District,30.10,107.00,100.36,Credit Card,Completed,3.2,4.4,No,No,Motorcycle,Rainy,Medium,5,New
R000297,U2895,D716,1/1/2024 19:37,Mall,Downtown,12.37,38.00,41.15,Credit Card,Completed,3.9,3.2,No,No,Sedan,Snowy,Medium,3,New
R000298,U3733,D231,2/1/2024 1:18,Downtown,Airport,11.08,40.00,43.17,Mobile Wallet,Completed,4.2,4.1,No,No,Sedan,Clear,Medium,6,Frequent
R000299,U4863,D659,7/1/2024 15:05,Downtown,Mall,2.13,8.00,10.70,Credit Card,Completed,3.7,3.6,No,No,Sedan,Foggy,Medium,10,New
R000300,U8455,D347,2/1/2024 7:40,Downtown,Mall,33.36,103.00,111.00,Credit Card,Completed,3.4,3.2,No,No,Motorcycle,Clear,Medium,7,Frequent
R000301,U5014,D372,2/1/2024 7:45,Airport,Downtown,18.05,70.00,61.72,Mobile Wallet,Completed,3.5,3.3,No,No,Sedan,Rainy,Medium,8,New
R000302,U2686,D722,6/1/2024 21:29,Suburbs,Airport,18.09,37.00,57.04,Cash,Completed,4.3,4.2,Yes,No,Motorcycle,Clear,High,9,Frequent
R000303,U4009,D937,2/1/2024 11:39,Airport,Midtown,32.40,65.00,90.07,Credit Card,Completed,4.2,3.4,No,Yes,Sedan,Rainy,High,5,Frequent
R000304,U8806,D947,3/1/2024 19:59,Downtown,Financial District,10.86,23.00,38.10,Credit Card,Completed,4.2,4.0,No,No,SUV,Clear,Medium,6,New
R000305,U1154,D448,1/1/2024 18:57,University,University,12.29,26.00,45.04,Credit Card,Canceled,3.5,1.0,Yes,Yes,Sedan,Snowy,Medium,2,Returning
R000306,U2409,D583,7/1/2024 17:04,Downtown,University,23.32,66.00,79.78,Credit Card,Canceled,2.0,3.1,No,No,SUV,Snowy,High,2,New
R000307,U1784,D649,3/1/2024 3:18,University,University,27.70,107.00,88.29,Cash,Completed,4.5,3.9,No,Yes,Sedan,Clear,Medium,2,New
R000308,U9096,D456,6/1/2024 8:37,Financial District,Financial District,24.78,83.00,75.76,Cash,Completed,4.7,3.9,No,No,Motorcycle,Foggy,Medium,8,Returning
R000309,U8560,D851,7/1/2024 22:27,Airport,Financial District,27.82,92.00,84.86,Cash,Completed,3.9,3.6,No,No,Motorcycle,Clear,Medium,10,Returning
R000310,U8343,D417,1/1/2024 14:56,University,Mall,20.55,57.00,64.52,Mobile Wallet,Completed,3.7,3.1,No,No,Electric,Foggy,High,7,Returning
R000311,U8206,D732,5/1/2024 5:15,Airport,Mall,30.34,93.00,100.46,Credit Card,Completed,5.0,5.0,No,No,Sedan,Clear,High,1,New
R000312,U6596,D147,1/1/2024 6:01,Midtown,Mall,19.70,51.00,71.36,Cash,Completed,3.3,3.6,Yes,No,Electric,Clear,Medium,2,Frequent
R000313,U6801,D109,1/1/2024 0:38,Suburbs,Airport,8.80,27.00,34.43,Credit Card,Completed,3.3,3.8,No,Yes,Sedan,Clear,Low,6,Returning
R000314,U3806,D332,4/1/2024 14:21,Midtown,University,19.42,68.00,77.79,Credit Card,Completed,3.2,4.9,No,Yes,Electric,Clear,Medium,8,Returning
R000315,U1537,D135,3/1/2024 2:08,University,Downtown,25.24,79.00,73.48,Cash,Completed,3.4,4.8,Yes,Yes,Electric,Clear,Low,7,Returning
R000316,U6986,D512,3/1/2024 8:29,Midtown,Airport,23.22,66.00,66.68,Mobile Wallet,Completed,4.9,4.3,No,No,Sedan,Rainy,Low,10,New
R000317,U2841,D561,1/1/2024 9:19,Mall,University,9.26,34.00,34.25,Credit Card,Completed,3.7,4.5,No,No,Sedan,Clear,High,3,Frequent
R000318,U9716,D103,2/1/2024 19:18,Suburbs,Financial District,2.40,6.00,16.70,Credit Card,No-show,2.7,3.3,No,Yes,Sedan,Clear,Medium,8,Frequent
R000319,U7971,D143,1/1/2024 17:07,University,Financial District,9.58,28.00,32.52,Credit Card,Canceled,1.1,2.2,No,No,Sedan,Foggy,Medium,10,Frequent
R000320,U6625,D667,3/1/2024 0:38,Financial District,Financial District,34.46,136.00,112.38,Credit Card,Completed,3.6,3.3,No,No,Shared,Clear,Medium,4,Frequent
R000321,U3950,D653,1/1/2024 5:06,Financial District,University,7.27,29.00,26.04,Credit Card,Completed,3.8,3.8,No,No,Sedan,Snowy,Medium,6,Returning
R000322,U8992,D354,1/1/2024 6:28,Suburbs,Mall,16.79,34.00,63.07,Credit Card,Completed,4.8,5.0,Yes,No,Sedan,Clear,Medium,2,Returning
R000323,U5780,D839,3/1/2024 19:13,Suburbs,Financial District,22.70,70.00,79.65,Mobile Wallet,Completed,3.3,3.4,No,Yes,Sedan,Clear,Medium,4,Frequent
R000324,U3368,D213,4/1/2024 0:15,University,Midtown,30.90,83.00,85.60,Credit Card,Completed,4.7,4.1,No,No,Sedan,Foggy,High,1,Returning
R000325,U7655,D848,1/1/2024 23:25,Airport,Financial District,26.85,69.00,77.67,Cash,Completed,4.8,4.5,No,Yes,Shared,Clear,Low,1,Returning
R000326,U9173,D496,5/1/2024 6:04,Mall,University,31.90,102.00,99.57,Credit Card,Completed,3.4,3.8,No,No,SUV,Clear,High,5,New
R000327,U5495,D273,1/1/2024 2:23,University,Mall,21.55,62.00,61.30,Credit Card,Completed,4.5,3.4,No,No,SUV,Clear,Low,8,New
